majalah	NNP
forbes	NNP
masuk	VB
dia	PRP
dalam	IN
daftar	NN
35	CD
orang	NN
kaya	JJ
di	IN
amerika	NNP
serikat	NNP
dengan	SC
total	NN
kaya	NN
kira	VB
capai	VB
us	NNP
	SYM
6 4	CD
miliar	CD
.	Z

tetapi	CC
langkah	NN
dia	PRP
tuju	VB
sukses	NN
tidak	NEG
lah	RP
mulus	JJ
.	Z

dua	CD
orang	NND
rekan	NN
zuckerberg	NNP
di	IN
harvard	NNP
klaim	VB
ide	NN
buat	NN
facebook	NNP
datang	VB
dari	IN
mereka	PRP
.	Z

mereka	PRP
libat	VB
dalam	IN
sengketa	NN
hukum	NN
yang	SC
larut	VB
pada	IN
tahun	NN
2008	CD
dan	CC
akhir	VB
dengan	IN
bayar	NN
yang	SC
rahasia	VB
jumlah	NN
-nya	PRP
kepada	IN
cameron	NNP
dan	CC
tyler	NNP
winklevoss	NNP
,	Z
yang	SC
kini	NN
juga	RB
buat	VB
situs	NN
jejaring	NN
sosial	JJ
nama	VB
connectu	NNP
.	Z

rebut	NN
jamrud	NNP
bahia	NNP
raksasa	JJ

jaksa	NN
kalifornia	NNP
akan	MD
mulai	MD
tanya	VB
jumlah	CD
pihak	NN
untuk	SC
tentu	VB
kena	SC
milik	NN
dari	IN
jamrud	NN
raksasa	JJ
,	Z
yang	SC
sebut	VB
bagai	IN
besar	JJ
.	Z

jamrud	NNP
bahia	NNP
nama	VB
sesuai	JJ
lokasi	NN
temu	NN
-nya	PRP
di	IN
salah satu	CD
daerah	NN
di	IN
brasil	NNP
milik	VB
berat	NN
380	CD
kg	NND
.	Z

kira	VB
jamrud	NN
raksasa	JJ
itu	PR
nila	VB
lebih	RB
dari	IN
us	NNP
	SYM
370	CD
juta	CD
dan	CC
tidak	RB
enam	CD
orang	NN
klaim	VB
milik	NN
hak	NN
atas	IN
batu	NN
sebut	PR
.	Z

jaksa	NN
akan	MD
dengar	VB
semua	CD
pihak	NN
yang	SC
klaim	VB
permata	NN
itu	PR
,	Z
belum	SC
putus	VB
kasus	NN
-nya	PRP
pada	IN
oktober	NNP
nanti	NN
.	Z

salah satu	CD
dari	IN
pihak	NN
yang	SC
selisih	VB
,	Z
adalah	VB
anthony	NNP
thomas	NNP
ahli	NN
konstruksi	NN
dari	IN
kalifornia	NNP
yang	SC
kata	VB
dia	PRP
telah	MD
bayar	VB
kepada	IN
dua	CD
orang	NND
agen	NN
permata	NN
brasil	NNP
nila	NN
us	NNP
	SYM
60 000	CD
untuk	IN
jamrud	NN
sebut	PR
tak	NEG
lama	JJ
telah	SC
temu	VB
sembilan	CD
tahun	NN
lalu	NN
.	Z

thomas	NNP
kata	VB
telah	MD
atur	VB
agar	SC
batu	NN
itu	PR
kirim	VB
lalu	IN
kapal	NN
ke	IN
diam	NN
-nya	PRP
di	IN
san	NNP
jose	NNP
,	Z
tetapi	CC
tak	NEG
pernah	MD
muncul	VB
.	Z

dia	PRP
percaya	VB
batu	NN
itu	PR
telah	MD
curi	VB
untuk	SC
jual	VB
kembali	RB
dengan	IN
harga	NN
yang	SC
lebih	RB
mahal	JJ
.	Z

thomas	NNP
hanya	RB
salah satu	CD
dari	IN
enam	CD
pihak	NN
yang	SC
klaim	VB
bagai	IN
milik	NN
jamrud	NN
raksasa	JJ
itu	PR
.	Z

satu	CD
masalah	NN
yang	SC
hadap	VB
adalah	VB
dia	PRP
hilang	VB
tanda terima	NN
akibat	IN
bakar	NN
yang	SC
landa	VB
rumah	NN
-nya	PRP
.	Z

satu	CD
hal	NN
yang	SC
tahu	VB
batu	NN
itu	PR
sempat	MD
simpan	VB
di	IN
lemari besi	NN
bank	NN
di	IN
new	NNP
orleans	NNP
yang	SC
kena	VB
banjir	NN
ketika	SC
daerah	NN
itu	PR
terjang	VB
badai	NNP
katrina	NNP
,	Z
sehingga	SC
batu	NN
harga	JJ
rendam	VB
di	IN
dalam	NN
air	NN
untuk	IN
beberapa	CD
bulan	NN
.	Z

jamrud	NNP
bahia	NNP
kemudian	RB
bawa	VB
ke	IN
las	NNP
vegas	NNP
untuk	SC
lihat	VB
oleh	IN
calon	NN
beli	NN
namun	CC
sita	VB
oleh	IN
polisi	NN
los	NNP
angeles	NNP
.	Z

badut	NN
politikus	NN
tantang	VB
baca	VB
tulis	VB

orang	NND
badut	NN
di	IN
brasil	NNP
yang	SC
punya	VB
peluang	NN
besar	JJ
raih	VB
kursi	NN
di	IN
parlemen	NN
dalam	IN
pilih	NN
minggu	NNP
(	Z
3	CD
/	Z
10	CD
)	Z
-	Z
tantang	VB
untuk	SC
bukti	VB
bahwa	SC
dia	PRP
bisa	MD
baca	VB
dan	CC
tulis	VB
.	Z

jajak	NN
dapat	NN
lihat	VB
badut	NN
itu	PR
,	Z
tiririca	NNP
,	Z
akan	MD
raih	VB
lebih	RB
dari	IN
satu	CD
juta	CD
suara	NN
.	Z

namun	CC
hakim	NN
di	IN
sao	NNP
paulo	NNP
tuntut	VB
dia	PRP
untuk	SC
lihat	VB
bisa	MD
penuh	VB
syarat	NN
baca	VB
tulis	VB
.	Z

tiririca	NNP
-	Z
yang	SC
dalam	IN
bahasa hari	NN
portugis	NNP
arti	NN
-nya	PRP
tukang	NN
keluh	VB
jadi	VB
sensasi	NN
besar	JJ
lama	IN
kampanye	NN
pilih	NN
.	Z

video	NN
kampanye	NN
-nya	PRP
yang	SC
kocak	JJ
hasil	VB
raih	VB
juta	CD
tonton	NN
di	IN
youtube	NNP
.	Z

dia	PRP
antara	IN
lain	JJ
guna	VB
slogan	NN
"\"""	Z
tidak	NEG
bisa	MD
lebih	RB
buruk	JJ
lagi	RB
"\"""	Z
dan	CC
"\"""	Z
apa	WH
yang	SC
laku	VB
wakil	NN
anda	PRP
?	Z
sungguh	RB
saya	PRP
tidak	NEG
tahu	VB
.	Z
tapi	CC
pilih	VB
lah	RP
saya	PRP
dan	CC
saya	PRP
akan	MD
cari tahu	VB
untuk	IN
anda	PRP
.	Z
"\"""	Z

hakim	NN
putus	VB
untuk	SC
gelar	VB
uji	NN
aksara	NN
telah	SC
majalah	NNP
epoca	NNP
tayang	VB
video	NN
di	IN
situs	NN
-nya	PRP
yang	SC
lihat	VB
tiririca	NNP
tampak	VB
sulit	VB
baca	VB
.	Z

komisi	NN
pilih	NN
kata	VB
sudah	MD
lambat	VB
untuk	SC
henti	VB
calon	NN
-nya	PRP
namun	CC
dia	PRP
bisa	MD
henti	VB
telah	SC
pilih	NN
nanti	NN
jika	SC
gagal	VB
lihat	VB
mampu	NN
baca	VB
.	Z

calon	NN
selebriti	NN

tiririca	NNP
,	Z
yang	SC
nama	NN
asli	JJ
-nya	PRP
francisco	NNP
everardo	NNP
oliveira	NNP
silva	NNP
-	Z
mulai	MD
kerja	VB
di	IN
sirkus	NN
sejak	SC
usia	VB
delapan	CD
tahun	NN
di	IN
negara bagi	NN
miskin	JJ
,	Z
ceara	NNP
.	Z

dengan	IN
alam	NN
-nya	PRP
,	Z
dia	PRP
kini	NN
jadi	VB
salah orang	CD
lawak	NN
yang	SC
kenal	VB
di	IN
tv	NN
.	Z

dia	PRP
rupa	VB
salah orang	CD
dari	IN
puluh	CD
calon	NN
yang	SC
asal	VB
dari	IN
dunia	NN
olahraga	NN
maupun	CC
tunjuk	NN
,	Z
yang	SC
juang	VB
untuk	SC
rebut	VB
kursi	NN
di	IN
majelis rendah	NN
parlemen	NN
dengan	SC
saing	VB
lawan	VB
politikus	NN
alam	VB
.	Z

seluruh	RB
catat	VB
6 000	CD
calon	NN
dari	IN
27	CD
partai	NN
untuk	SC
raih	VB
513	CD
kursi	NN
di	IN
parlemen	NN
.	Z

calon	NN
lain	JJ
yang	SC
duga	VB
akan	MD
raih	VB
kursi	NN
di	IN
parlemen	NN
dengan	IN
menang	NN
mutlak	JJ
adalah	VB
romario	NNP
,	Z
yang	SC
rupa	VB
salah orang	CD
bintang	NN
sepak bola	NN
brasil	NNP
saat	SC
raih	VB
piala	NNP
dunia	NNP
1994	CD
.	Z

para	DT
amat	NN
kata	VB
popularitas	NN
para	DT
selebriti	NN
cermin	VB
bingung	NN
dengan	IN
politik	NN
utama	JJ
karena	IN
marak	JJ
-nya	PRP
jumlah	CD
skandal	NN
korupsi	NN
.	Z

ibu	NN
,	Z
bayi	NN
dan	CC
parlemen	NN

orang	NND
anggota	NN
parlemen	NNP
eropa	NNP
asal	IN
italia	NNP
hadir	VB
sidang	NN
parlemen	NN
di	IN
strasbourg	NNP
dengan	SC
gendong	VB
anak	NN
bayi	NN
-nya	PRP
.	Z

licia	NNP
ronzulli	NNP
kata	VB
ia	PRP
ingin	RB
tunjuk	VB
berat	JJ
-nya	PRP
beban	NN
yang	SC
tanggung	VB
kaum	NN
perempuan	NN
untuk	SC
jalan	VB
karir	NN
sekaligus	RB
asuh	VB
anak	NN
.	Z

vittoria	NNP
yang	SC
baru	MD
usia	VB
satu	CD
bulan	NN
tampak	VB
tidur	VB
nyenyak	JJ
lama	SC
sidang	NN
langsung	VB
.	Z

ronzulli	NNP
yang	SC
wakil	VB
partai	NNP
bebas	NNP
rakyat	NNP
pimpin	NN
pm	NNP
italia	NNP
silvio	NNP
berlusconi	NNP
dapat	VB
sambut	NN
riah	JJ
ketika	SC
diri	VB
untuk	SC
sampai	VB
pidato	NN
-nya	PRP
.	Z

ia	PRP
kata	VB
kepada	IN
rekan	NN
-nya	PRP
sama	NN
anggota	NN
parlemen	NN
:	Z
"\"""	Z
saya	PRP
ingin	RB
lihat	VB
komitmen	NN
yang	SC
lebih	RB
besar	JJ
untuk	IN
soal	NN
ini	PR
dari	IN
lembaga	NN
eropa	NNP
,	Z
mulai	VB
dari	IN
dalam	NN
parlemen	NNP
eropa	NNP
sendiri	NN
.	Z
"\"""	Z

naskah	NN
asli	JJ
harry	NNP
potter	NNP
pamer	VB

naskah	NN
asli	JJ
dari	IN
kisah	NN
harry	NNP
potter	NNP
yang	SC
tulis	VB
tangan	NN
oleh	IN
arang	NN
-nya	PRP
,	Z
jk	NNP
rowling	NNP
,	Z
pamer	VB
bagai	IN
bagi	NN
dari	IN
festival	NN
buku	NN
di	IN
skotlandia	NNP
selatan	NNP
.	Z

dua	CD
halaman	NND
naskah	NN
yang	SC
bingkai	VB
dan	CC
ditandatangani	VB
oleh	IN
jk	NNP
rowling	NNP
itu	PR
isi	VB
balada	NN
nick	NNP
si	DT
kepala	NN
nyaris	RB
putus	VB
.	Z

naskah	NN
itu	PR
akan	MD
pamer	VB
dalam	IN
festival	NN
di	IN
kota	NNP
wigtown	NNP
tanggal	NN
24	CD
sampai	IN
3	CD
oktober	NNP
.	Z

kisah	NN
hantu	NN
nick	NNP
itu	PR
awal	NN
-nya	PRP
tulis	VB
bagai	IN
bagi	NN
dari	IN
buku	NN
harry	NNP
potter	NNP
dan	CC
kamar	NN
rahasia	NN
tetapi	CC
kemudian	CC
dua	CD
halaman	NN
itu	PR
buang	VB
sehingga	SC
tidak	NEG
masuk	VB
dalam	IN
buku	NN
yang	SC
terbit	VB
.	Z

dua	CD
halaman	NN
itu	PR
sumbang	VB
oleh	IN
jk	NNP
rowling	NNP
bagi	IN
yayasan	NNP
kamus	NNP
bahasa	NNP
skotlandia	NNP
tahun	NN
2005	CD
untuk	SC
dukung	VB
kumpul	NN
dana	NN
bagi	IN
buat	NN
kamus	NN
baru	JJ
bahasa	NN
asli	JJ
skotlandia	NNP
.	Z

sekarang	NN
halaman	NN
naskah	NN
asli	JJ
itu	PR
milik	VB
oleh	IN
orang	NND
kolektor	NN
buku	NN
muka	JJ
inggris	NNP
dan	CC
milik	NN
jurnal	NNP
asia	NNP
literary	NNP
review	NNP
ilyas	NNP
khan	NNP
dan	CC
belum	NEG
pernah	MD
pamer	VB
kepada	IN
umum	NN
.	Z

ilyas	NNP
khan	NNP
kata	VB
,	Z
"\"""	Z
the	NNP
asia	NNP
literary	NNP
review	NNP
pernah	MD
dukung	VB
bagai	CD
festival	NN
buku	NN
tetapi	CC
saya	PRP
harus	MD
kata	VB
bahwa	SC
saya	PRP
sangat	RB
senang	JJ
kami	PRP
ikut	VB
dalam	IN
festival	NNP
wigtown	NNP
ini	PR
.	Z
"\"""	Z

tv	NN
australia	NNP
salah	JJ
sebut	VB
menang	NN

acara	NN
tv	NN
australia	NNP
'	NNP
s	NNP
next	NNP
top	NNP
model	NNP
,	Z
sempat	MD
umum	VB
menang	NN
yang	SC
salah	JJ
dalam	IN
final	NN
yang	SC
siar	VB
langsung	RB
pada	IN
seri	NN
-nya	PRP
yang	SC
enam	OD
.	Z

kelsey	NNP
martinovich	NNP
anugerah	VB
mahkota	NN
menang	NN
sesuai	JJ
pilih	NN
pirsa	NN
dan	CC
sedang	MD
sampai	VB
pidato	NN
,	Z
namun	CC
presenter	NNP
sarah	NNP
murdoch	NNP
sela	VB
.	Z

sambil	SC
geleng	VB
kepala	NN
dan	CC
dengar	VB
ear	FW
piece	FW
dia	PRP
kata	VB
:	Z
"\"""	Z
saya	PRP
mual	JJ
dengan	IN
masalah	NN
ini	PR
.	Z
saya	PRP
amat	RB
minta	VB
maaf	NN
,	Z
ini	PR
semata-mata	RB
celaka	NN
.	Z
"\"""	Z

dia	PRP
kemudian	RB
umum	VB
menang	NN
yang	SC
benar	RB
,	Z
yaitu	SC
amanda	NNP
ware	NNP
yang	SC
usia	VB
18	CD
tahun	NN
.	Z

"\"""	Z
ini	PR
lah	RP
yang	SC
jadi	VB
kalau	SC
siar	NN
tv	NN
langsung	RB
,	Z
"\"""	Z
kata	VB
sarah	NNP
murdoch	NNP
.	Z

"\"""	Z
ini	PR
edan	JJ
,	Z
edan	JJ
,	Z
edan	JJ
.	Z
"\"""	Z

adapun	CC
martinovich	NNP
-	Z
yang	SC
sempat	MD
sebut	VB
bagai	IN
menang	NN
lama	IN
sekitar	RB
satu	CD
menit	NND
tampak	VB
terima	VB
salah	NN
itu	PR
dengan	IN
baik	JJ
.	Z

"\"""	Z
ok	FW
,	Z
ini	PR
semata-mata	RB
keliru	NN
,	Z
"\"""	Z
kata	VB
-nya	PRP
.	Z

"\"""	Z
yang	DT
pimpin	VB
terus	RB
ganti	VB
.	Z
benar	RB
gantung	VB
pada	IN
beberapa	CD
suara	NN
.	Z
maju	VB
mundur	VB
dan	CC
akhir	RB
amanda	NNP
menang	NN
-nya	PRP
,	Z
"\"""	Z
jelas	VB
-nya	PRP
.	Z

dua	CD
final	NN
kemudian	RB
peluk	VB
belum	SC
ware	NNP
ucap	VB
terima kasih	NN
kepada	IN
para	DT
dukung	NN
-nya	PRP
dan	CC
jalan	VB
di	IN
atas	NN
catwalk	FW
untuk	IN
akhir	OD
kali	NND
.	Z

dan	CC
sarah	NNP
murdoch	NNP
-	Z
orang	NND
model	NN
yang	SC
rangkap	VB
presenter	FW
tv	NN
-	Z
meni	VB
dengan	IN
putra	NN
rupert	NNP
,	Z
lachlan	NNP
.	Z

baca	VB
don	NNP
quixote	NNP
untuk	IN
youtube	NNP

akademi	NNP
raja	NNP
spanyol	NNP
undang	VB
orang	NN
di	IN
seluruh	CD
dunia	NN
untuk	SC
rekam	VB
segmen	NN
dari	IN
novel	NN
klasik	JJ
don	NNP
quixote	NNP
dan	CC
unggah	VB
-nya	PRP
ke	IN
youtube	NNP
.	Z

karya	NN
miguel	NNP
de	NNP
cervantes	NNP
ini	PR
sering	RB
sebut	VB
bagai	IN
novel	NN
spanyol	NNP
yang	SC
paling	RB
populer	JJ
walau	SC
tak	NEG
banyak	CD
yang	SC
pernah	MD
baca	VB
-nya	PRP
.	Z

namun	CC
kini	NN
akademi	NNP
raja	NNP
spanyol	NNP
,	Z
yang	SC
rupa	VB
lindung	NN
resmi	JJ
bahasa	NNP
spanyol	NNP
,	Z
bagi	VB
karya	NN
itu	PR
ke	IN
dalam	NN
2 000	CD
segmen	NN
.	Z

segmen	NN
itu	PR
akan	MD
baca	VB
dan	CC
kemudian	CC
rekam	VB
hanya	RB
dalam	IN
bahasa	NNP
spanyol	NNP
-	Z
oleh	IN
sukarelawan	NN
dan	CC
unggah	VB
di	IN
halaman	NN
khusus	JJ
youtube	NNP
.	Z

tuju	NN
-nya	PRP
adalah	VB
promosi	VB
bahasa	NNP
spanyol	NNP
dan	CC
novel	NN
kenal	VB
itu	PR
,	Z
yang	SC
akan	MD
guna	VB
judul	NN
lengkap	JJ
-nya	PRP
the	NNP
ingenious	NNP
hidalgo	NNP
don	NNP
quixote	NNP
of	NNP
la	NNP
mancha	NNP
.	Z

"\"""	Z
bahasa	NNP
spanyol	NNP
tidak	NEG
dapat	VB
ruang	NN
yang	SC
patut	RB
di	IN
internet	NN
,	Z
"\"""	Z
kata	VB
sekretaris	NN
akademi	NN
,	Z
dario	NNP
villanueva	NNP
,	Z
kepada	IN
kantor berita	NNP
afp	NNP
.	Z

"\"""	Z
kami	PRP
ingin	RB
adu	VB
-nya	PRP
dan	CC
laku	VB
sesuatu	PRP
untuk	SC
koreksi	VB
-nya	PRP
.	Z
"\"""	Z

tulis	VB
pada	IN
tahun	NN
1605	CD
,	Z
novel	NN
ini	PR
kisah	VB
tentang	IN
tualang	NN
orang	NND
pria	NN
pensiun	NN
di	IN
kawasan	NN
la	NNP
mancha	NNP
,	Z
yang	SC
punya	VB
obsesi	NN
dengan	IN
gagas	NN
kesatria	NN
.	Z

novel	NN
asli	JJ
-nya	PRP
diri	VB
dari	IN
26	CD
bab	NN
dan	CC
hampir	RB
capai	VB
1 000	CD
halaman	NN
.	Z

bagi	IN
yang	SC
minat	VB
harus	MD
daftar	VB
diri	NN
di	IN
youtube	NNP
dan	CC
yang	SC
pilih	VB
akan	MD
baca	VB
segmen	NN
tentu	JJ
untuk	SC
unggah	VB
di	IN
youtube	NNP
.	Z

the	NNP
hobbit	NNP
cari	VB
aktor	NN
kerdil	JJ

tim	NN
buat	NN
film	NN
the	NNP
hobbit	NNP
cari	VB
aktor	NN
kerdil	JJ
di	IN
selandia	NNP
baru	NNP
,	Z
sementara	SC
sutradara	NNP
peter	NNP
jackson	NNP
ancang	VB
untuk	SC
realisasi	VB
rencana	NN
film	NN
sebut	PR
.	Z

sutradara	NNP
peter	NNP
jackson	NNP
raih	VB
piala	NNP
oscar	NNP
atas	IN
karya	NN
-nya	PRP
lord	NNP
of	NNP
the	NNP
rings	NNP
:	NNP
the	NNP
return	NNP
of	NNP
the	NNP
king	NNP
.	Z

iklan	NN
yang	SC
muncul	VB
di	IN
koran	NN
terbit	NN
wellington	NNP
,	Z
selandia	NNP
baru	NNP
sebut	VB
wingnut	NNP
films	NNP
cari	VB
pria	NN
dengan	IN
tinggi	NN
badan	NN
antara	IN
123	CD
cm	NND
dan	CC
maksimum	NN
158	CD
cm	NND
.	Z

proyek	NN
dua	CD
film	NN
itu	PR
belum	NEG
resmi	JJ
dapat	VB
lampu hijau	NN
dari	IN
usaha	NN
film	NN
mgm	NNP
studios	NNP
akibat	IN
sulit	NN
uang	NN
yang	SC
tengah	MD
alami	VB
.	Z

namun	CC
,	Z
juru bicara	NNP
wingnut	NNP
kata	VB
mereka	PRP
ingin	RB
"\"""	Z
siap	VB
"\"""	Z
.	Z

juru bicara	NN
kata	VB
kepada	IN
kantor berita	NNP
afp	NNP
bahwa	SC
iklan	NN
itu	PR
cari	VB
scale	FW
double	FW
untuk	IN
aktor	NN
yang	SC
akan	MD
isi	VB
peran	NN
dengan	IN
dialog	NN
,	Z
sedang	CC
audisi	NN
juga	RB
akan	MD
ada	VB
untuk	IN
figuran	NN
.	Z

"\"""	Z
scale	FW
double	FW
muncul	VB
di	IN
beberapa	CD
wide	FW
shot	FW
bagai	IN
